Date,Close_diff_MA_7,Volume_diff_MA_7,Close_diff_MA_30,Volume_diff_MA_30,Close_diff_MA_90,Volume_diff_MA_90,Close_diff_MA_180,Volume_diff_MA_180,price_change_term_7,price_change_term_30,price_change_term_120,price_change_term_240,Symbol,Close,Volume,reportedEPS,estimatedEPS,surprise,surprisePercentage,Margin_Gross,Margin_Operating,Margin_Net_Profit,insider_acquisition,insider_disposal,mean_sentiment,mean_outlook,^VIX,SPY,CL=F,BZ=F,BTC=F,10year,5year,3year,2year
2024-10-22,-0.02062428774554571,-0.19654719308836213,-0.052671275629969885,-0.3442838434945144,-0.02662871993304369,-0.3970759828901089,-0.07008332840531269,-0.3961297283262771,0.07968126001524234,0.0,0.0,0.0,WBD,7.53000020980835,18291200.0,0.82,0.01,0.16,40.0,0.0066138891672512,0.0097204128670207,0.144349477682811,0.0001030804085427,0.0002540932070577,0.2,0.4,18.200000762939453,583.3200073242188,72.08999633789062,76.04000091552734,67490.0,,,,
2024-10-23,-0.042902464432449015,0.0033679678107903007,-0.07933850066569141,-0.15622121651487378,-0.052713208912145836,-0.22948072413176882,-0.09322704167398696,-0.22900213325696805,0.12278303245537181,0.0,0.0,0.0,WBD,7.329999923706055,23369300.0,0.82,0.01,0.16,40.0,0.0066138891672512,0.0097204128670207,0.144349477682811,0.0001030804085427,0.0002540932070577,0.2,0.4,19.239999771118164,577.989990234375,70.7699966430664,74.95999908447266,66360.0,,,,
2024-10-24,-0.016626206029209882,-0.166038158366177,-0.05492019293833112,-0.29167159599562237,-0.028897754248666183,-0.38476648327342144,-0.06836530057572841,-0.3851906514191756,0.08643618311383916,0.0,0.0,0.0,WBD,7.519999980926514,18620700.0,0.82,0.01,0.16,40.0,0.0066138891672512,0.0097204128670207,0.144349477682811,0.0001030804085427,0.0002540932070577,0.2,0.4,19.079999923706055,579.239990234375,70.19000244140625,74.37999725341797,68215.0,,,,
2024-10-25,0.0013174993482193964,-0.11728273497585914,-0.04129174019911264,-0.23674031392293535,-0.019354849674340834,-0.36642413364312115,-0.056922457849826295,-0.36945543172247974,0.0,0.0,0.0,0.0,WBD,7.599999904632568,19081800.0,0.82,0.01,0.16,40.0,0.0066138891672512,0.0097204128670207,0.144349477682811,0.0001030804085427,0.0002540932070577,0.2,0.4,20.329999923706055,579.0399780273438,71.77999877929688,76.05000305175781,68430.5078125,,,,
2024-10-28,0.005853482186598353,-0.1376076846839978,-0.03618016002664796,-0.27173410193975567,-0.018669475946459138,-0.4120150028350143,-0.05442343758765628,-0.4225879554665991,0.0,0.0,0.0,0.0,WBD,7.610000133514404,17452800.0,0.82,0.01,0.16,40.0,0.0066138891672512,0.0097204128670207,0.144349477682811,0.0001030804085427,0.0002540932070577,0.2,0.4,19.799999237060547,580.8300170898438,67.37999725341797,71.41999816894531,70300.0,,,,
2024-10-29,0.003036644514418017,-0.16670217599268558,-0.04013219121568227,-0.2826404971976163,-0.026741312923829655,-0.4304808303945166,-0.060464830678681636,-0.4406058654590308,0.0,0.0,0.0,0.0,WBD,7.550000190734863,16873900.0,0.82,0.01,0.16,40.0,0.0066138891672512,0.0097204128670207,0.144349477682811,0.0001030804085427,0.0002540932070577,0.5,0.7,19.34000015258789,581.77001953125,67.20999908447266,71.12000274658203,73340.0,,,,
2024-10-30,0.02797201914886453,0.29292722123777026,-0.009433959396695658,0.10167235667627404,0.000858735471997798,-0.1337545866322768,-0.03150080409943034,-0.1460357617864838,0.0,0.0,0.0,0.0,WBD,7.769999980926514,25756200.0,0.82,0.01,0.16,40.0,0.0066138891672512,0.0097204128670207,0.144349477682811,0.0001030804085427,0.0002540932070577,0.5,0.5,20.350000381469727,580.010009765625,68.61000061035156,72.55000305175781,72535.0,,,,
2024-10-31,0.0635395357440019,0.9758449441383971,0.03765158147157142,0.9727580109066774,0.04591327707979001,0.5854121449490816,0.014566121500819332,0.5717040953049869,0.0,0.0,0.0,0.0,WBD,8.130000114440918,47646400.0,0.82,0.01,0.16,40.0,0.0066138891672512,0.0097204128670207,0.144349477682811,0.0001030804085427,0.0002540932070577,0.5,0.5,23.15999984741211,568.6400146484375,69.26000213623047,73.16000366210938,70465.0,,,,
2024-11-01,0.05881266232707757,0.08720768483309513,0.05045944226071252,0.13975536758369014,0.057447904612913686,-0.11361147070543066,0.028228693730252923,-0.11829663646531283,0.0,0.0,0.0,0.0,WBD,8.229999542236328,26741100.0,0.82,0.01,0.16,40.0,0.0066138891672512,0.0097204128670207,0.144349477682811,0.0001030804085427,0.0002540932070577,0.5,0.5,21.8799991607666,571.0399780273438,69.48999786376953,73.0999984741211,69730.0,,,,
2024-11-04,0.038685081610818246,0.10956259367995842,0.042756873364725424,0.22026724677617213,0.04864588386383778,-0.0384057963010971,0.02172540112830818,-0.04682550455603008,0.0,0.0,0.0,0.0,WBD,8.170000076293945,28924130.0,0.82,0.01,0.16,40.0,0.0066138891672512,0.0097204128670207,0.144349477682811,0.0001030804085427,0.0002540932070577,0.5,0.5,21.979999542236328,569.8099975585938,71.47000122070312,75.08000183105469,67680.0,,,,
