,date,ticker,value
1802,2022-07-01,MSFT,11941
1803,2022-07-01,NOC,4410
1804,2022-07-01,NVDA,2270
1805,2022-07-01,PYPL,6262
1806,2022-07-01,PEP,13567
1807,2022-07-01,PFE,7472
1808,2022-07-01,MINT,4670
1809,2022-07-01,PWR,15430
1810,2022-07-01,RSG,13302
1811,2022-07-01,SCHF,81283
1812,2022-07-01,SCHO,62590
1813,2022-07-01,SCHZ,56437
1814,2022-07-01,SCHB,5055
1815,2022-07-01,SCHD,80830
1816,2022-07-01,SCHG,23152
1817,2022-07-01,SCHV,35525
1818,2022-07-01,SCHM,3353
1819,2022-07-01,XLF,272691
1820,2022-07-01,GLD,4084
1821,2022-07-01,CWI,101269
1822,2022-07-01,SLYG,37506
1823,2022-07-01,SLYV,83416
1824,2022-07-01,TGT,12199
1825,2022-07-01,TSLA,448
1826,2022-07-01,UNH,3303
1827,2022-07-01,VUG,1010
1828,2022-07-01,VOT,17738
1829,2022-07-01,VOE,46845
1830,2022-07-01,VTI,2080
1831,2022-07-01,VTV,112265
1832,2022-07-01,VCLT,64906
1833,2022-07-01,V,6817
1834,2022-07-01,DHS,119252
1835,2022-07-01,XEL,2983
1836,2023-07-01,EQL,2874
1837,2023-07-01,MO,10205
1838,2023-07-01,ARKK,1226605
1839,2023-07-01,MHD,24155
1840,2023-07-01,MQT,19244
1841,2023-07-01,BKHY,606825
1842,2023-07-01,BKAG,961224
1843,2023-07-01,BKIE,543373
1844,2023-07-01,CLSK,19095
1845,2023-07-01,DAL,9110
1846,2023-07-01,FSS,20884
1847,2023-07-01,FMB,5755
1848,2023-07-01,FNK,1196711
1849,2023-07-01,MMLG,60793
1850,2023-07-01,QQEW,569391
1851,2023-07-01,FLGV,506630
1852,2023-07-01,IBB,1955
1853,2023-07-01,ILF,1870149
1854,2023-07-01,EEM,1334314
1855,2023-07-01,JBLU,11879
1856,2023-07-01,PM,5612
1857,2023-07-01,BOND,29933
1858,2023-07-01,BITO,64320
1859,2023-07-01,SCHZ,4646
1860,2023-07-01,FNDB,4525
1861,2023-07-01,SCHQ,876567
1862,2023-07-01,LUV,12629
1863,2023-07-01,CWB,250769
1864,2023-07-01,SAVEQ,17100
1865,2023-07-01,UAL,17018
1866,2023-07-01,VV,48035
1867,2023-07-01,VBR,2052
1868,2023-07-01,VTEB,5289
1869,2023-07-01,GLDM,19969
1870,2023-05-01,EQL,2873
1871,2023-05-01,MO,20042
1872,2023-05-01,AMZN,88171
1873,2023-05-01,AAPL,195442
1874,2023-05-01,BRK/B,6227
1875,2023-05-01,MHD,24018
1876,2023-05-01,MQT,20260
1877,2023-05-01,BKHY,563024
1878,2023-05-01,BKAG,920272
1879,2023-05-01,BKIE,308244
1880,2023-05-01,BA,10036
1881,2023-05-01,CAT,6401
1882,2023-05-01,CVX,6398
1883,2023-05-01,CSCO,13122
1884,2023-05-01,KO,13965
1885,2023-05-01,COST,27725
1886,2023-05-01,DAL,7109
1887,2023-05-01,XOM,23077
1888,2023-05-01,FSS,22884
1889,2023-05-01,FMB,5715
1890,2023-05-01,FNK,1149494
1891,2023-05-01,MMLG,61089
1892,2023-05-01,QQEW,559312
1893,2023-05-01,FLGV,492652
1894,2023-05-01,RSP,359110
1895,2023-05-01,QQQ,6144
1896,2023-05-01,SLV,937185
1897,2023-05-01,MUB,2781
1898,2023-05-01,IBB,1955
1899,2023-05-01,TIP,39049
1900,2023-05-01,ILF,859086
1901,2023-05-01,AGG,16459
1902,2023-05-01,IVE,7658
1903,2023-05-01,EEM,630679
1904,2023-05-01,JPM,8892
1905,2023-05-01,LMT,430
1906,2023-05-01,MCD,2571
1907,2023-05-01,MSFT,63870
1908,2023-05-01,NVDA,6884
1909,2023-05-01,PFE,43855
1910,2023-05-01,PM,6090
1911,2023-05-01,BOND,28733
1912,2023-05-01,PG,63081
1913,2023-05-01,BITO,117658
1914,2023-05-01,SCHG,593201
1915,2023-05-01,SCHQ,848227
1916,2023-05-01,SCHZ,4796
1917,2023-05-01,SCHB,9803
1918,2023-05-01,FNDB,4506
1919,2023-05-01,LUV,12714
1920,2023-05-01,DIA,156345
1921,2023-05-01,GLD,224255
1922,2023-05-01,SPY,2931
1923,2023-05-01,PSLV,10000
1924,2023-05-01,TSLA,5340
1925,2023-05-01,UAL,18925
1926,2023-05-01,VV,46862
1927,2023-05-01,VTV,4922
1928,2023-05-01,VBR,2051
1929,2023-05-01,VTEB,5253
1930,2023-05-01,VZ,45860
1931,2023-05-01,GLDM,20019
1932,2019-10-01,INTC,4321
1933,2019-10-01,FVAL,59461
1934,2019-10-01,IVE,4059
1935,2019-10-01,MCD,991
1936,2019-10-01,CSCO,7052
1937,2019-10-01,SCHD,11942
1938,2019-10-01,MSFT,66371
1939,2019-10-01,XOM,15488
1940,2019-10-01,IVV,7164
1941,2019-10-01,CAT,2069
1942,2019-10-01,BRK/B,4701
1943,2019-10-01,DAL,4948
1944,2019-10-01,LQD,38704
1945,2019-10-01,VZ,4525
1946,2019-10-01,AGG,16151
1947,2019-10-01,CVX,2655
1948,2019-10-01,AMZN,3984
1949,2019-10-01,FNDB,5585
1950,2019-10-01,JPM,2939
1951,2019-10-01,QQQ,12207
1952,2019-10-01,FNDA,24194
1953,2019-10-01,KO,5083
1954,2019-10-01,BA,1138
1955,2019-10-01,ORCL,31255
1956,2019-10-01,SCHZ,341810
1957,2019-10-01,UAL,27423
1958,2019-10-01,PFE,14636
1959,2019-10-01,JMOM,1526966
1960,2019-10-01,PG,55072
1961,2019-10-01,FXL,774905
1962,2019-10-01,GLD,164545
1963,2019-10-01,SCHG,11888
1964,2019-10-01,SCHB,795953
1965,2019-10-01,SCHV,22949
1966,2019-10-01,SCHX,767030
1967,2019-10-01,JPST,96379
1968,2019-10-01,FVD,1546240
1969,2019-10-01,IVW,5635
1970,2019-10-01,MQT,28976
1971,2019-10-01,SPY,64471
1972,2019-10-01,FTA,995012
1973,2019-10-01,AAPL,49028
1974,2019-10-01,T,8104
1975,2019-10-01,JPUS,677878
1976,2019-10-01,LUV,3947
1977,2019-10-01,IBM,3292
1978,2019-10-01,FTC,5557
1979,2017-10-01,AMZN,320
1980,2017-10-01,AAL,5380
1981,2017-10-01,AAPL,8838
1982,2017-10-01,BRK/B,1445
1983,2017-10-01,MQT,33250
1984,2017-10-01,BA,1249
1985,2017-10-01,CAT,1910
1986,2017-10-01,CVX,1944
1987,2017-10-01,KO,4548
1988,2017-10-01,DAL,5054
1989,2017-10-01,XOM,2998
1990,2017-10-01,META,1387
1991,2017-10-01,IUSG,20655
1992,2017-10-01,IVV,4042
1993,2017-10-01,AGG,12486
1994,2017-10-01,LQD,29165
1995,2017-10-01,IVW,6210
1996,2017-10-01,JPUS,660577
1997,2017-10-01,JPM,2912
1998,2017-10-01,MCD,1460
1999,2017-10-01,ORCL,28546
2000,2017-10-01,PFE,6653
2001,2017-10-01,PG,2254
2002,2017-10-01,FNDA,18812
2003,2017-10-01,SCHZ,566127
2004,2017-10-01,SCHB,806074
2005,2017-10-01,SCHD,10213
2006,2017-10-01,SCHG,682647
2007,2017-10-01,SCHV,23955
2008,2017-10-01,SCHX,297047
2009,2017-10-01,LUV,8006
2010,2017-10-01,UAL,31278
2011,2023-02-01,EQL,3734
2012,2023-02-01,MO,20038
2013,2023-02-01,MHD,23866
2014,2023-02-01,MQT,20120
2015,2023-02-01,BKAG,1204021
2016,2023-02-01,BKIE,204743
2017,2023-02-01,BA,10612
2018,2023-02-01,CAT,6500
2019,2023-02-01,DAL,6433
2020,2023-02-01,XOM,22702
2021,2023-02-01,FSS,22884
2022,2023-02-01,FMB,5677
2023,2023-02-01,FNK,1143757
2024,2023-02-01,MMLG,60474
2025,2023-02-01,QQEW,3723
2026,2023-02-01,FYX,3053
2027,2023-02-01,FLGV,467748
2028,2023-02-01,MUB,2770
2029,2023-02-01,IBB,2385
2030,2023-02-01,TIP,212527
2031,2023-02-01,SHY,25269
2032,2023-02-01,ILF,9926
2033,2023-02-01,IVE,7437
2034,2023-02-01,IVV,7345
2035,2023-02-01,MCD,2556
2036,2023-02-01,PM,8089
2037,2023-02-01,BOND,171403
2038,2023-02-01,PG,63900
2039,2023-02-01,FNDB,4488
2040,2023-02-01,SCHQ,859253
2041,2023-02-01,LUV,13495
2042,2023-02-01,PSLV,10000
2043,2023-02-01,TSLA,1937
2044,2023-02-01,UAL,20164
2045,2023-02-01,VV,45639
2046,2023-02-01,VBR,2081
2047,2023-02-01,VPL,4384
2048,2023-02-01,VTEB,5229
2049,2023-02-01,VZ,40135
2050,2023-02-01,GLDM,26649
2051,2023-10-01,EQL,2691
2052,2023-10-01,MO,10351
2053,2023-10-01,ARKK,17029
2054,2023-10-01,MHD,24295
2055,2023-10-01,MQT,19371
2056,2023-10-01,BKAG,1457019
2057,2023-10-01,BKIE,612502
2058,2023-10-01,BA,1722
2059,2023-10-01,CAT,2124
2060,2023-10-01,COP,1697
2061,2023-10-01,DAL,7207
2062,2023-10-01,XOM,6035
2063,2023-10-01,FSS,20884
2064,2023-10-01,FMB,5795
2065,2023-10-01,FNK,1306027
2066,2023-10-01,MMLG,60031
2067,2023-10-01,QQEW,616276
2068,2023-10-01,FLGV,643595
2069,2023-10-01,MUB,2815
2070,2023-10-01,IBB,1955
2071,2023-10-01,TIP,3260
2072,2023-10-01,EEM,1461188
2073,2023-10-01,ILF,2058322
2074,2023-10-01,IVE,12301
2075,2023-10-01,JBLU,11879
2076,2023-10-01,LMT,491
2077,2023-10-01,MCD,1238
2078,2023-10-01,META,1044
2079,2023-10-01,PFE,6798
2080,2023-10-01,PM,5644
2081,2023-10-01,BOND,45192
2082,2023-10-01,PG,2678
2083,2023-10-01,BITO,78989
2084,2023-10-01,SCHQ,2429213
2085,2023-10-01,SCHG,9137
2086,2023-10-01,FNDB,4543
2087,2023-10-01,LUV,12874
2088,2023-10-01,DIA,175971
2089,2023-10-01,SPY,122739
2090,2023-10-01,BIL,34928
2091,2023-10-01,SAVEQ,21100
2092,2023-10-01,PSLV,10000
2093,2023-10-01,UAL,16372
2094,2023-10-01,VV,46297
2095,2023-10-01,VOO,833
2096,2023-10-01,VBR,1785
2097,2023-10-01,VTEB,5326
2098,2023-10-01,VZ,6239
2099,2023-10-01,GLDM,19899
2100,2024-04-01,GOOGL,1474
2101,2024-04-01,GOOG,1484
2102,2024-04-01,EQL,2293
2103,2024-04-01,MO,10219
2104,2024-04-01,AMZN,65216
2105,2024-04-01,AAPL,130503
2106,2024-04-01,ARKK,1130159
2107,2024-04-01,BRK/B,3012
2108,2024-04-01,MHD,24651
2109,2024-04-01,MQT,18679
2110,2024-04-01,BKIE,646414
2111,2024-04-01,BKAG,1484472
2112,2024-04-01,BA,1657
2113,2024-04-01,CAT,2058
2114,2024-04-01,CVX,2980
2115,2024-04-01,CSCO,6092
2116,2024-04-01,KO,5658
2117,2024-04-01,COP,1629
2118,2024-04-01,DAL,7138
2119,2024-04-01,LLY,757
2120,2024-04-01,XOM,10309
2121,2024-04-01,FSS,20884
2122,2024-04-01,FMB,5891
2123,2024-04-01,FNK,1303027
2124,2024-04-01,MMLG,59620
2125,2024-04-01,QQEW,3379
2126,2024-04-01,FLGV,664576
2127,2024-04-01,GBTC,3567
2128,2024-04-01,HD,610
2129,2024-04-01,INTC,4987
2130,2024-04-01,RSP,407813
2131,2024-04-01,QQQ,3388
2132,2024-04-01,SLV,1042018
2133,2024-04-01,MUB,2852
2134,2024-04-01,IBB,1958
2135,2024-04-01,TIP,2809
2136,2024-04-01,AGG,23223
2137,2024-04-01,ILF,2083146
2138,2024-04-01,IVE,12179
2139,2024-04-01,EEM,1470215
2140,2024-04-01,SHV,14674
2141,2024-04-01,JBLU,13372
2142,2024-04-01,JPM,3840
2143,2024-04-01,LMT,479
2144,2024-04-01,MCD,1216
2145,2024-04-01,META,1541
2146,2024-04-01,MSFT,49682
2147,2024-04-01,NVDA,1865
2148,2024-04-01,PM,5662
2149,2024-04-01,BOND,50497
2150,2024-04-01,PG,57126
2151,2024-04-01,BITO,190241
2152,2024-04-01,SCHB,7875
2153,2024-04-01,SCHG,6380
2154,2024-04-01,FNDB,4581
2155,2024-04-01,SCHQ,2530990
2156,2024-04-01,LUV,25352
2157,2024-04-01,DIA,175218
2158,2024-04-01,GLD,250854
2159,2024-04-01,SPY,121193
2160,2024-04-01,SAVEQ,43496
2161,2024-04-01,PSLV,10000
2162,2024-04-01,SRM,32254
2163,2024-04-01,TSLA,2385
2164,2024-04-01,UAL,16024
2165,2024-04-01,VV,49078
2166,2024-04-01,VTV,3718
2167,2024-04-01,VBR,1716
2168,2024-04-01,VTEB,5408
2169,2024-04-01,MGK,827
2170,2024-04-01,VZ,6338
2171,2024-04-01,V,41288
2172,2024-04-01,WMT,4421
2173,2024-04-01,GLDM,20013
2174,2021-08-01,PFE,13609
2175,2021-08-01,HEFA,839098
2176,2021-08-01,IBB,335466
2177,2021-08-01,UAL,40386
2178,2021-08-01,RSP,774142
2179,2021-08-01,SLV,708234
2180,2021-08-01,SPY,256926
2181,2021-08-01,BOND,283339
2182,2021-08-01,TIP,304941
2183,2021-08-01,VV,2752
2184,2021-08-01,CAT,3820
2185,2021-08-01,AAPL,53623
2186,2021-08-01,BKIE,382083
2187,2021-08-01,AMZN,472
2188,2021-08-01,LUV,23965
2189,2021-08-01,SCHA,4219
2190,2021-08-01,FYX,9071
2191,2021-08-01,PG,4508
2192,2021-08-01,DAL,17226
2193,2021-08-01,BA,3194
2194,2021-08-01,MMLG,132389
2195,2021-08-01,SCHZ,26337
2196,2021-08-01,INTC,8258
2197,2021-08-01,NIO,33668
2198,2021-08-01,JPM,7072
2199,2021-08-01,SCHB,512773
2200,2021-08-01,FNDB,14238
2201,2021-08-01,CSCO,12384
2202,2021-08-01,XOM,7650
2203,2021-08-01,SHY,34840
2204,2021-08-01,CVX,5209
2205,2021-08-01,JQUA,42103
2206,2021-08-01,VTV,417394
2207,2021-08-01,BRK/B,2484
2208,2021-08-01,IEF,19938
2209,2021-08-01,IEI,14093
2210,2021-08-01,FSS,59462
2211,2021-08-01,FPXI,712512
2212,2021-08-01,AGG,23858
2213,2021-08-01,KO,9096
2214,2021-08-01,QQQ,161980
2215,2021-08-01,VPL,686984
2216,2021-08-01,VZ,9131
2217,2021-08-01,TSLA,1352
2218,2021-08-01,IBM,2884
2219,2021-08-01,MQT,42226
2220,2021-08-01,MSFT,5150
2221,2021-08-01,IVE,13664
2222,2021-08-01,GLD,2526
2223,2021-08-01,BBAG,592047
2224,2021-08-01,MCD,2260
2225,2021-08-01,GOOGL,92
2226,2021-08-01,QTEC,729322
2227,2021-08-01,NEM,3220
2228,2021-08-01,JPST,8676
2229,2021-08-01,IVV,14386
2230,2021-08-01,MHD,66668
2231,2021-08-01,BKAG,1136481
2232,2017-05-01,AAPL,10480
2233,2017-05-01,BRK/B,1745
2234,2017-05-01,MQT,26483
2235,2017-05-01,BA,1283
2236,2017-05-01,CVX,1988
2237,2017-05-01,CSCO,6038
2238,2017-05-01,DAL,4914
2239,2017-05-01,XOM,3160
2240,2017-05-01,META,2084
2241,2017-05-01,IBM,1399
2242,2017-05-01,ITOT,17975
2243,2017-05-01,IUSG,20101
2244,2017-05-01,IVV,3635
2245,2017-05-01,AGG,10875
2246,2017-05-01,LQD,22006
2247,2017-05-01,IVW,5622
2248,2017-05-01,JPUS,512814
2249,2017-05-01,JHML,1255554
2250,2017-05-01,JPM,3000
2251,2017-05-01,ORCL,25546
2252,2017-05-01,PFE,6850
2253,2017-05-01,PG,2330
2254,2017-05-01,FNDA,17823
2255,2017-05-01,SCHZ,537119
2256,2017-05-01,SCHB,755907
2257,2017-05-01,SCHD,17168
2258,2017-05-01,SCHG,693958
2259,2017-05-01,SCHV,26122
2260,2017-05-01,SCHX,283264
2261,2017-05-01,LUV,9795
2262,2017-05-01,UAL,32039
2263,2021-08-01,VTWO,4998
2264,2021-08-01,BKSE,244595
2265,2021-04-01,INTC,4551
2266,2021-04-01,MQT,18276
2267,2021-04-01,IVE,6526
2268,2021-04-01,TIP,177987
2269,2021-04-01,FVAL,66945
2270,2021-04-01,CSCO,7337
2271,2021-04-01,MSFT,60742
2272,2021-04-01,NIO,10500
2273,2021-04-01,IVV,8076
2274,2021-04-01,CAT,2102
2275,2021-04-01,BRK/B,1609
2276,2021-04-01,DAL,7672
2277,2021-04-01,LQD,3843
2278,2021-04-01,SCHE,925679
2279,2021-04-01,VV,3615
2280,2021-04-01,MO,8973
2281,2021-04-01,VZ,4648
2282,2021-04-01,AGG,20146
2283,2021-04-01,AMZN,3368
2284,2021-04-01,QTEC,270985
2285,2021-04-01,JPM,2938
2286,2021-04-01,BA,2046
2287,2021-04-01,KO,5091
2288,2021-04-01,FNDA,22820
2289,2021-04-01,ORCL,31246
2290,2021-04-01,SCHZ,14367
2291,2021-04-01,FSS,27766
2292,2021-04-01,PFE,7201
2293,2021-04-01,UAL,27266
2294,2021-04-01,PG,58039
2295,2021-04-01,JPUS,663538
2296,2021-04-01,GLD,139389
2297,2021-04-01,SCHG,511589
2298,2021-04-01,IEMG,19282
2299,2021-04-01,SCHB,743946
2300,2021-04-01,SCHV,22616
2301,2021-04-01,SCHX,24155
2302,2021-04-01,FVD,1496973
2303,2021-04-01,JPST,56149
2304,2021-04-01,IVW,9102
2305,2021-04-01,SPY,62338
2306,2021-04-01,FTA,998283
2307,2021-04-01,AAPL,136966
2308,2021-04-01,IBM,1918
2309,2021-04-01,T,7679
2310,2024-02-01,GOOGL,1570
2311,2024-02-01,GOOG,4346
2312,2024-02-01,EQL,2692
2313,2024-02-01,MO,20539
2314,2024-02-01,AMZN,30340
2315,2024-02-01,AMC,19500
2316,2024-02-01,AAPL,94752
2317,2024-02-01,ARKK,28023
2318,2024-02-01,BRK/B,5096
2319,2024-02-01,MHD,24447
2320,2024-02-01,MQT,19508
2321,2024-02-01,BKIE,640175
2322,2024-02-01,BKAG,1482835
2323,2024-02-01,BA,8364
2324,2024-02-01,CAT,6397
2325,2024-02-01,CVX,5942
2326,2024-02-01,CSCO,12744
2327,2024-02-01,KO,14890
2328,2024-02-01,DAL,7130
2329,2024-02-01,XOM,22588
2330,2024-02-01,FSS,20884
2331,2024-02-01,FMB,5836
2332,2024-02-01,FNK,1316786
2333,2024-02-01,MMLG,59502
2334,2024-02-01,QQEW,616380
2335,2024-02-01,FLGV,646367
2336,2024-02-01,HD,2784
2337,2024-02-01,INTC,16974
2338,2024-02-01,RSP,413196
2339,2024-02-01,QQQ,15691
2340,2024-02-01,SLV,1039110
2341,2024-02-01,MUB,2839
2342,2024-02-01,IBB,1957
2343,2024-02-01,TIP,3284
2344,2024-02-01,EEM,1485853
2345,2024-02-01,IVE,12422
2346,2024-02-01,SHV,13723
2347,2024-02-01,AGG,19207
2348,2024-02-01,ILF,2110733
2349,2024-02-01,JBLU,13372
2350,2024-02-01,JPM,9378
2351,2024-02-01,LMT,479
2352,2024-02-01,MCD,2680
2353,2024-02-01,META,5225
2354,2024-02-01,MSFT,12985
2355,2024-02-01,NVDA,6333
2356,2024-02-01,PM,7874
2357,2024-02-01,BOND,45353
2358,2024-02-01,PG,6249
2359,2024-02-01,BITO,215808
2360,2024-02-01,SCHQ,2510870
2361,2024-02-01,SCHG,6038
2362,2024-02-01,FNDB,4565
2363,2024-02-01,SCHB,7859
2364,2024-02-01,LUV,13470
2365,2024-02-01,DIA,177390
2366,2024-02-01,GLD,251280
2367,2024-02-01,SPY,125660
2368,2024-02-01,SAVEQ,41337
2369,2024-02-01,PSLV,10000
2370,2024-02-01,SRM,83543
2371,2024-02-01,TSLA,4179
2372,2024-02-01,UAL,15258
2373,2024-02-01,VV,47863
2374,2024-02-01,VTV,6057
2375,2024-02-01,VBR,1785
2376,2024-02-01,VTEB,5380
2377,2024-02-01,MGK,826
2378,2024-02-01,VZ,77018
2379,2024-02-01,V,801
2380,2024-02-01,WMT,4033
2381,2024-02-01,GLDM,20191
2382,2019-08-01,AMZN,354
2383,2019-08-01,AAPL,9107
2384,2019-08-01,T,7604
2385,2019-08-01,BRK/B,3033
2386,2019-08-01,MQT,28722
2387,2019-08-01,BA,1138
2388,2019-08-01,CAT,2069
2389,2019-08-01,CVX,2648
2390,2019-08-01,CSCO,6666
2391,2019-08-01,KO,5083
2392,2019-08-01,DAL,5383
2393,2019-08-01,XOM,3530
2394,2019-08-01,FDT,974197
2395,2019-08-01,FXL,776844
2396,2019-08-01,FTC,5557
2397,2019-08-01,FTA,996711
2398,2019-08-01,INTC,4318
2399,2019-08-01,IBM,1626
2400,2019-08-01,QQQ,11897
2401,2019-08-01,IVV,7041
2402,2019-08-01,AGG,16227
2403,2019-08-01,LQD,38085
2404,2019-08-01,IVW,5843
2405,2019-08-01,IVE,3849
2406,2019-08-01,IJR,25971
2407,2019-08-01,JPUS,678480
2408,2019-08-01,JPST,90373
2409,2019-08-01,JPSE,1706049
2410,2019-08-01,JPM,2939
2411,2019-08-01,MCD,991
2412,2019-08-01,MSFT,1751
2413,2019-08-01,ORCL,31255
2414,2019-08-01,PFE,7174
2415,2019-08-01,PG,2262
2416,2019-08-01,SCHB,798927
2417,2019-08-01,SCHX,307772
2418,2019-08-01,SCHG,11746
2419,2019-08-01,SCHV,22793
2420,2019-08-01,SCHE,15330
2421,2019-08-01,FNDA,24088
2422,2019-08-01,FNDB,5585
2423,2019-08-01,SCHD,11830
2424,2019-08-01,SCHZ,330606
2425,2019-08-01,LUV,4047
2426,2019-08-01,GLD,192610
2427,2019-08-01,SPY,1795
2428,2019-08-01,UAL,27423
2429,2019-08-01,VZ,4525
2430,2024-08-01,GOOGL,1454
2431,2024-08-01,GOOG,5798
2432,2024-08-01,EQL,2294
2433,2024-08-01,AMZN,27292
2434,2024-08-01,AAPL,94484
2435,2024-08-01,ARKK,1158532
2436,2024-08-01,BRK/B,5242
2437,2024-08-01,MHD,24863
2438,2024-08-01,MQT,17643
2439,2024-08-01,BKAG,1496788
2440,2024-08-01,BKIE,659342
2441,2024-08-01,BA,3469
2442,2024-08-01,CAT,6273
2443,2024-08-01,CVX,5587
2444,2024-08-01,CSCO,12946
2445,2024-08-01,KO,14725
2446,2024-08-01,DAL,7145
2447,2024-08-01,LLY,5381
2448,2024-08-01,XOM,20499
2449,2024-08-01,FSS,20884
2450,2024-08-01,FTGC,1834233
2451,2024-08-01,FNK,1311582
2452,2024-08-01,MMLG,58437
2453,2024-08-01,QQEW,1669
2454,2024-08-01,FLGV,661172
2455,2024-08-01,HD,2904
2456,2024-08-01,RSP,411147
2457,2024-08-01,QQQ,6934
2458,2024-08-01,SLV,1043004
2459,2024-08-01,AGG,20486
2460,2024-08-01,ILF,2129131
2461,2024-08-01,EEM,1484484
2462,2024-08-01,IVE,11910
2463,2024-08-01,SHV,42760
2464,2024-08-01,JBLU,17727
2465,2024-08-01,JPM,9520
2466,2024-08-01,LMT,493
2467,2024-08-01,MCD,2648
2468,2024-08-01,META,4783
2469,2024-08-01,MSFT,12556
2470,2024-08-01,NVDA,63335
2471,2024-08-01,PFE,59256
2472,2024-08-01,BOND,48576
2473,2024-08-01,PG,6056
2474,2024-08-01,BITO,69146
2475,2024-08-01,FNDB,4591
2476,2024-08-01,SCHQ,2560584
2477,2024-08-01,SCHB,6575
2478,2024-08-01,SCHG,6270
2479,2024-08-01,LUV,37038
2480,2024-08-01,DIA,1844
2481,2024-08-01,GLD,248363
2482,2024-08-01,SPY,123688
2483,2024-08-01,SAVEQ,44215
2484,2024-08-01,PSLV,25643
2485,2024-08-01,SRM,29043
2486,2024-08-01,TSLA,2593
2487,2024-08-01,UAL,15640
2488,2024-08-01,VOOG,781
2489,2024-08-01,VV,50162
2490,2024-08-01,VOO,662
2491,2024-08-01,VBR,1747
2492,2024-08-01,VTV,2567
2493,2024-08-01,MGK,892
2494,2024-08-01,V,794
2495,2024-08-01,WMT,11259
2496,2024-08-01,GLDM,19808
2497,2017-07-01,AAL,6123
2498,2017-07-01,AAPL,9359
2499,2017-07-01,BRK/B,1445
2500,2017-07-01,MQT,26900
2501,2017-07-01,BA,1248
2502,2017-07-01,CAT,1910
2503,2017-07-01,CVX,1944
2504,2017-07-01,KO,4548
2505,2017-07-01,DAL,4729
2506,2017-07-01,XOM,2998
2507,2017-07-01,META,2134
2508,2017-07-01,IBM,1362
2509,2017-07-01,ITOT,17685
2510,2017-07-01,IUSG,20269
2511,2017-07-01,IVV,3722
2512,2017-07-01,AGG,11036
2513,2017-07-01,LQD,22589
2514,2017-07-01,IVW,5718
2515,2017-07-01,JPUS,510593
2516,2017-07-01,JHML,1244004
2517,2017-07-01,JPM,2910
2518,2017-07-01,MCD,1460
2519,2017-07-01,ORCL,25546
2520,2017-07-01,PFE,6649
2521,2017-07-01,FNDA,18391
2522,2017-07-01,SCHZ,531946
2523,2017-07-01,SCHB,746786
2524,2017-07-01,SCHD,17164
2525,2017-07-01,SCHG,685348
2526,2017-07-01,SCHV,26489
2527,2017-07-01,SCHX,281781
2528,2017-07-01,LUV,9795
2529,2017-07-01,UAL,31958
2530,2021-01-01,PFE,6791
2531,2021-01-01,UAL,22028
2532,2021-01-01,RSP,405009
2533,2021-01-01,BOND,146654
2534,2021-01-01,SPY,128379
2535,2021-01-01,TIP,189680
2536,2021-01-01,VV,1376
2537,2021-01-01,CAT,2042
2538,2021-01-01,T,8012
2539,2021-01-01,AAPL,169751
2540,2021-01-01,LUV,7112
2541,2021-01-01,AMZN,3330
2542,2021-01-01,DAL,8798
2543,2021-01-01,PG,55426
2544,2021-01-01,FYX,359987
2545,2021-01-01,BA,2382
2546,2021-01-01,SCHZ,17766
2547,2021-01-01,INTC,4129
2548,2021-01-01,NIO,16285
2549,2021-01-01,SCHB,523607
2550,2021-01-01,JPM,3463
2551,2021-01-01,FNDB,6819
2552,2021-01-01,CSCO,6725
2553,2021-01-01,CVX,2579
2554,2021-01-01,JQUA,1382858
2555,2021-01-01,QQQ,156534
2556,2021-01-01,VTV,209753
2557,2021-01-01,BRK/B,1242
2558,2021-01-01,IBB,332655
2559,2021-01-01,FSS,31931
2560,2021-01-01,FVD,12651
2561,2021-01-01,AGG,23174
2562,2021-01-01,KO,4548
2563,2021-01-01,TSLA,1021
2564,2021-01-01,VZ,4585
2565,2021-01-01,MSFT,61231
2566,2021-01-01,MQT,19654
2567,2021-01-01,IVE,6956
2568,2021-01-01,GLD,1644
2569,2021-01-01,MCD,1190
2570,2021-01-01,QTEC,370747
2571,2021-01-01,JPST,6422
2572,2021-01-01,IVV,7151
2573,2024-11-01,GOOGL,1465
2574,2024-11-01,GOOG,8589
2575,2024-11-01,EQL,2294
2576,2024-11-01,AMZN,30308
2577,2024-11-01,AAPL,94768
2578,2024-11-01,ARKK,1343633
2579,2024-11-01,BRK/B,5625
2580,2024-11-01,MHD,25070
2581,2024-11-01,MQT,17790
2582,2024-11-01,BKAG,1531517
2583,2024-11-01,BKIE,731218
2584,2024-11-01,BA,4358
2585,2024-11-01,CAT,7363
2586,2024-11-01,CVX,6456
2587,2024-11-01,CSCO,12899
2588,2024-11-01,KO,16804
2589,2024-11-01,COST,2533
2590,2024-11-01,DAL,7357
2591,2024-11-01,QQQE,661083
2592,2024-11-01,LLY,5205
2593,2024-11-01,XOM,21709
2594,2024-11-01,FSS,20884
2595,2024-11-01,FBTC,5041
2596,2024-11-01,FTGC,1897248
2597,2024-11-01,FNK,1298064
2598,2024-11-01,MMLG,57764
2599,2024-11-01,FLGV,700360
2600,2024-11-01,HD,3680
2601,2024-11-01,IBM,13499
2602,2024-11-01,RSP,406997
2603,2024-11-01,QQQ,7926
2604,2024-11-01,SLV,1033896
2605,2024-11-01,AGG,19953
2606,2024-11-01,ILF,2272590
2607,2024-11-01,EEM,1486540
2608,2024-11-01,IVE,11703
