,date,ticker,value
3601,2022-11-01,PARA,12450
3602,2022-11-01,VTRS,60688
3603,2024-02-01,T,108605
3604,2024-02-01,ABBV,1835
3605,2024-02-01,AXDX,31700
3606,2024-02-01,AMD,6446
3607,2024-02-01,BABA,8075
3608,2024-02-01,AEP,3158
3609,2024-02-01,ANSS,800
3610,2024-02-01,ARM,3800
3611,2024-02-01,ASM,10000
3612,2024-02-01,BGS,46000
3613,2024-02-01,BAC,12820
3614,2024-02-01,BX,5000
3615,2024-02-01,BMY,25803
3616,2024-02-01,CVS,16569
3617,2024-02-01,CPRX,10000
3618,2024-02-01,CPK,8000
3619,2024-02-01,C,5011
3620,2024-02-01,CLF,51950
3621,2024-02-01,CMCSA,7850
3622,2024-02-01,COP,4470
3623,2024-02-01,STZ,1515
3624,2024-02-01,COST,1956
3625,2024-02-01,CRWD,1065
3626,2024-02-01,CMI,1000
3627,2024-02-01,DADA,215700
3628,2024-02-01,DVN,4418
3629,2024-02-01,DFUS,8875
3630,2024-02-01,DFAS,10632
3631,2024-02-01,DFAT,4079
3632,2024-02-01,DIS,19549
3633,2024-02-01,DOMO,10000
3634,2024-02-01,DOW,5132
3635,2024-02-01,DUK,2288
3636,2024-02-01,DD,3612
3637,2024-02-01,FNMA,25000
3638,2024-02-01,FDX,2500
3639,2024-02-01,FIBK,99373
3640,2024-02-01,F,113060
3641,2024-02-01,FIP,10000
3642,2024-02-01,GEHC,12563
3643,2024-02-01,GE,19614
3644,2024-02-01,GIS,6773
3645,2024-02-01,GM,7198
3646,2024-02-01,GBCI,35615
3647,2024-02-01,GSK,6026
3648,2024-02-01,HXL,3000
3649,2024-02-01,HON,5100
3650,2024-02-01,IBM,11230
3651,2024-02-01,IP,9400
3652,2024-02-01,PGX,10177
3653,2024-02-01,IWM,1067
3654,2024-02-01,JNJ,3633
3655,2024-02-01,KNF,18562
3656,2024-02-01,KHC,33779
3657,2024-02-01,LLY,6161
3658,2024-02-01,LCID,44000
3659,2024-02-01,MDU,73621
3660,2024-02-01,MP,39240
3661,2024-02-01,MPC,2674
3662,2024-02-01,MRK,10776
3663,2024-02-01,MET,3500
3664,2024-02-01,MU,2550
3665,2024-02-01,MDLZ,3884
3666,2024-02-01,MEG,6500
3667,2024-02-01,NFLX,675
3668,2024-02-01,NGD,25000
3669,2024-02-01,NEE,25300
3670,2024-02-01,PYPL,5000
3671,2024-02-01,PEP,4000
3672,2024-02-01,RVTY,2830
3673,2024-02-01,PFE,42905
3674,2024-02-01,PSX,6971
3675,2024-02-01,XOP,2474
3676,2024-02-01,SLB,4415
3677,2024-02-01,XLV,3985
3678,2024-02-01,XLE,11000
3679,2024-02-01,XLF,29905
3680,2024-02-01,XLK,9656
3681,2024-02-01,XLC,11115
3682,2024-02-01,XLU,9341
3683,2024-02-01,SBSW,10000
3684,2024-02-01,SILV,10000
3685,2024-02-01,SPG,1700
3686,2024-02-01,SWKS,2140
3687,2024-02-01,SNOW,5991
3688,2024-02-01,SO,5160
3689,2024-02-01,TSM,10000
3690,2024-02-01,TGT,3114
3691,2024-02-01,TXN,4000
3692,2024-02-01,MMM,4323
3693,2024-02-01,TRMB,4000
3694,2024-02-01,UL,5000
3695,2024-02-01,UPS,2567
3696,2024-02-01,UNH,2439
3697,2024-02-01,VLO,2738
3698,2024-02-01,VVV,5490
3699,2024-02-01,SMH,2214
3700,2024-02-01,VFH,12984
3701,2024-02-01,VUG,1295
3702,2024-02-01,VO,1143
3703,2024-02-01,PARA,13125
3704,2024-02-01,WBD,46461
3705,2024-02-01,WCN,1444
3706,2024-02-01,WFC,9822
3707,2024-08-01,T,93687
3708,2024-08-01,ABBV,1835
3709,2024-08-01,AXDX,39700
3710,2024-08-01,AMD,6846
3711,2024-08-01,BABA,6425
3712,2024-08-01,MO,10214
3713,2024-08-01,AEP,3158
3714,2024-08-01,ARM,1650
3715,2024-08-01,ASM,10000
3716,2024-08-01,BAC,10022
3717,2024-08-01,BX,5000
3718,2024-08-01,BMY,26536
3719,2024-08-01,CVS,15592
3720,2024-08-01,CPRX,10000
3721,2024-08-01,CPK,8000
3722,2024-08-01,C,5011
3723,2024-08-01,CLF,49150
3724,2024-08-01,CMCSA,7850
3725,2024-08-01,COP,4199
3726,2024-08-01,STZ,1260
3727,2024-08-01,COST,2006
3728,2024-08-01,CRWD,1058
3729,2024-08-01,CMI,1000
3730,2024-08-01,DADA,158200
3731,2024-08-01,DE,1039
3732,2024-08-01,DFUS,8875
3733,2024-08-01,DFAS,10562
3734,2024-08-01,DFAT,4079
3735,2024-08-01,DIS,12889
3736,2024-08-01,DOW,5032
3737,2024-08-01,DUK,2288
3738,2024-08-01,DD,3416
3739,2024-08-01,FDX,2500
3740,2024-08-01,FIBK,91408
3741,2024-08-01,F,102402
3742,2024-08-01,GEHC,12638
3743,2024-08-01,GEV,4852
3744,2024-08-01,GE,18282
3745,2024-08-01,GIS,6773
3746,2024-08-01,GM,7498
3747,2024-08-01,GBCI,29198
3748,2024-08-01,GSK,6026
3749,2024-08-01,GS,905
3750,2024-08-01,HON,4120
3751,2024-08-01,INTC,13305
3752,2024-08-01,IBM,10810
3753,2024-08-01,PGX,10177
3754,2024-08-01,IBB,3035
3755,2024-08-01,IWM,1067
3756,2024-08-01,JNJ,3229
3757,2024-08-01,KNF,20375
3758,2024-08-01,KHC,33179
3759,2024-08-01,MDU,67223
3760,2024-08-01,MP,70540
3761,2024-08-01,MPC,2674
3762,2024-08-01,MRK,10777
3763,2024-08-01,MET,3500
3764,2024-08-01,MU,1625
3765,2024-08-01,MDLZ,3884
3766,2024-08-01,MEG,7000
3767,2024-08-01,NFLX,675
3768,2024-08-01,NGD,25000
3769,2024-08-01,NEM,8100
3770,2024-08-01,NEE,25300
3771,2024-08-01,NKE,5932
3772,2024-08-01,PANW,1815
3773,2024-08-01,PYPL,7843
3774,2024-08-01,PEP,4000
3775,2024-08-01,RVTY,2000
3776,2024-08-01,PM,2209
3777,2024-08-01,PSX,6836
3778,2024-08-01,XOP,2587
3779,2024-08-01,SLB,4370
3780,2024-08-01,XLV,4810
3781,2024-08-01,XLE,12610
3782,2024-08-01,XLF,31557
3783,2024-08-01,XLK,10016
3784,2024-08-01,XLC,10715
3785,2024-08-01,XLU,10785
3786,2024-08-01,SBSW,10000
3787,2024-08-01,SILV,10000
3788,2024-08-01,SWKS,2000
3789,2024-08-01,SNOW,7930
3790,2024-08-01,SO,5160
3791,2024-08-01,TSM,10000
3792,2024-08-01,TGT,3115
3793,2024-08-01,TXN,4000
3794,2024-08-01,MMM,3899
3795,2024-08-01,TRMB,4000
3796,2024-08-01,UPS,5056
3797,2024-08-01,UNH,2306
3798,2024-08-01,VLO,2450
3799,2024-08-01,VVV,5490
3800,2024-08-01,SMH,2214
3801,2024-08-01,VFH,12339
3802,2024-08-01,VO,1158
3803,2024-08-01,VUG,1315
3804,2024-08-01,VZ,58971
3805,2024-08-01,WCN,1444
3806,2024-08-01,WFC,9824
3807,2024-05-01,T,95627
3808,2024-05-01,ARKK,13281
3809,2024-05-01,ABBV,1835
3810,2024-05-01,AMD,6646
3811,2024-05-01,BABA,7875
3812,2024-05-01,GOOG,4405
3813,2024-05-01,MO,10325
3814,2024-05-01,AMZN,21785
3815,2024-05-01,AEP,3158
3816,2024-05-01,ANSS,800
3817,2024-05-01,AAPL,63866
3818,2024-05-01,ARM,1650
3819,2024-05-01,BAC,12620
3820,2024-05-01,BRK/B,3058
3821,2024-05-01,BX,5000
3822,2024-05-01,BA,1610
3823,2024-05-01,BMY,26153
3824,2024-05-01,CVS,16395
3825,2024-05-01,CAT,4214
3826,2024-05-01,CPK,8000
3827,2024-05-01,CVX,3231
3828,2024-05-01,CSCO,6653
3829,2024-05-01,C,5011
3830,2024-05-01,CLF,50450
3831,2024-05-01,KO,9110
3832,2024-05-01,CMCSA,7850
3833,2024-05-01,COP,4289
3834,2024-05-01,STZ,1525
3835,2024-05-01,COST,1956
3836,2024-05-01,CRWD,1058
3837,2024-05-01,CMI,1000
3838,2024-05-01,DADA,143200
3839,2024-05-01,DE,1020
3840,2024-05-01,DFUS,8875
3841,2024-05-01,DFAS,10632
3842,2024-05-01,DFAT,4079
3843,2024-05-01,DIS,12664
3844,2024-05-01,DOW,5032
3845,2024-05-01,DUK,2288
3846,2024-05-01,DD,3446
3847,2024-05-01,EMN,2000
3848,2024-05-01,XOM,15233
3849,2024-05-01,META,3315
3850,2024-05-01,FDX,2500
3851,2024-05-01,FIBK,94078
3852,2024-05-01,F,107568
3853,2024-05-01,GEHC,12414
3854,2024-05-01,GE,19572
3855,2024-05-01,GIS,6773
3856,2024-05-01,GM,7498
3857,2024-05-01,GBCI,29975
3858,2024-05-01,GSK,6026
3859,2024-05-01,GS,905
3860,2024-05-01,HXL,3000
3861,2024-05-01,HD,2159
3862,2024-05-01,HON,4120
3863,2024-05-01,INTC,10804
3864,2024-05-01,IBM,10855
3865,2024-05-01,IP,8634
3866,2024-05-01,QQQ,4502
3867,2024-05-01,IBB,2920
3868,2024-05-01,IWM,1067
3869,2024-05-01,JPM,5689
3870,2024-05-01,JNJ,3163
3871,2024-05-01,KNF,18859
3872,2024-05-01,KHC,33429
3873,2024-05-01,LLY,5144
3874,2024-05-01,MDU,69056
3875,2024-05-01,MP,64740
3876,2024-05-01,MPC,2674
3877,2024-05-01,MCD,1465
3878,2024-05-01,MRK,10776
3879,2024-05-01,MET,3500
3880,2024-05-01,MSFT,10403
3881,2024-05-01,MU,1925
3882,2024-05-01,MDLZ,3884
3883,2024-05-01,MEG,7000
3884,2024-05-01,NFLX,675
3885,2024-05-01,NEM,8100
3886,2024-05-01,NEE,25300
3887,2024-05-01,NKE,4167
3888,2024-05-01,NVDA,4078
3889,2024-05-01,PANW,1445
3890,2024-05-01,PYPL,7675
3891,2024-05-01,PEP,4000
3892,2024-05-01,RVTY,2000
3893,2024-05-01,PFE,50608
3894,2024-05-01,PM,2209
3895,2024-05-01,PSX,6882
3896,2024-05-01,PG,3570
3897,2024-05-01,SPY,1474
3898,2024-05-01,XOP,2474
3899,2024-05-01,SLB,4370
3900,2024-05-01,XLV,4610
3901,2024-05-01,XLE,12545
3902,2024-05-01,XLF,30906
3903,2024-05-01,XLI,1600
3904,2024-05-01,XLK,10016
3905,2024-05-01,XLC,11115
3906,2024-05-01,XLU,10583
3907,2024-05-01,SWKS,2046
3908,2024-05-01,SNOW,5251
3909,2024-05-01,SO,5160
3910,2024-05-01,TSM,10000
3911,2024-05-01,TGT,3114
3912,2024-05-01,TXN,4000
3913,2024-05-01,MMM,5107
3914,2024-05-01,TRMB,4000
3915,2024-05-01,UPS,4892
3916,2024-05-01,UNH,2314
3917,2024-05-01,VLO,2638
3918,2024-05-01,VVV,5490
3919,2024-05-01,SMH,2214
3920,2024-05-01,VFH,12839
3921,2024-05-01,VO,1158
3922,2024-05-01,VV,865
3923,2024-05-01,VUG,1315
3924,2024-05-01,VZ,62944
3925,2024-05-01,V,744
3926,2024-05-01,WMT,7342
3927,2024-05-01,WCN,1444
3928,2024-05-01,WFC,9823
3929,2024-05-01,AIVL,2000
3930,2024-11-01,T,93218
3931,2024-11-01,ABBV,1835
3932,2024-11-01,AXDX,39700
3933,2024-11-01,AMD,8246
3934,2024-11-01,BABA,6375
3935,2024-11-01,MO,10214
3936,2024-11-01,AEP,3158
3937,2024-11-01,ARM,3650
3938,2024-11-01,ASM,10000
3939,2024-11-01,BAC,13623
3940,2024-11-01,BX,7000
3941,2024-11-01,BMY,29507
3942,2024-11-01,CVS,14069
3943,2024-11-01,CPRX,10000
3944,2024-11-01,CPK,8000
3945,2024-11-01,C,6511
3946,2024-11-01,CLF,71200
3947,2024-11-01,CMCSA,7850
3948,2024-11-01,COP,5199
3949,2024-11-01,STZ,1140
3950,2024-11-01,CRWD,1653
3951,2024-11-01,CMI,1000
3952,2024-11-01,DADA,150000
3953,2024-11-01,DE,1589
3954,2024-11-01,DELL,9032
3955,2024-11-01,DFUS,8875
3956,2024-11-01,DFAS,10562
3957,2024-11-01,DFAT,4079
3958,2024-11-01,DIS,18234
3959,2024-11-01,DOW,6032
3960,2024-11-01,DUK,3288
3961,2024-11-01,DD,4416
3962,2024-11-01,EMN,2000
3963,2024-11-01,FDX,3000
3964,2024-11-01,FIBK,98453
3965,2024-11-01,F,121308
3966,2024-11-01,FIP,10000
3967,2024-11-01,GEHC,14826
3968,2024-11-01,GEV,5109
3969,2024-11-01,GE,18084
3970,2024-11-01,GIS,8273
3971,2024-11-01,GBCI,32698
3972,2024-11-01,GSK,6026
3973,2024-11-01,GS,1305
3974,2024-11-01,HON,4420
3975,2024-11-01,INTC,24055
3976,2024-11-01,PGX,10177
3977,2024-11-01,IBB,4300
3978,2024-11-01,IWM,1067
3979,2024-11-01,IYH,3100
3980,2024-11-01,JNJ,4354
3981,2024-11-01,KNF,22975
3982,2024-11-01,KHC,37410
3983,2024-11-01,MDU,74924
3984,2024-11-01,MP,82090
3985,2024-11-01,MPC,2674
3986,2024-11-01,MA,458
3987,2024-11-01,MRK,11527
3988,2024-11-01,MET,3500
3989,2024-11-01,MDLZ,3469
3990,2024-11-01,NFLX,675
3991,2024-11-01,NGD,25000
3992,2024-11-01,NEM,10100
3993,2024-11-01,NEE,25300
3994,2024-11-01,NKE,8927
3995,2024-11-01,ORCL,1178
3996,2024-11-01,CALF,6000
3997,2024-11-01,PANW,2015
3998,2024-11-01,PEP,5000
3999,2024-11-01,RVTY,2000
4000,2024-11-01,PM,2209
4001,2024-11-01,PSX,6836
4002,2024-11-01,XOP,2662
4003,2024-11-01,CRM,800
4004,2024-11-01,XLV,5710
4005,2024-11-01,XLE,14270
4006,2024-11-01,XLF,32128
4007,2024-11-01,XLI,1600
4008,2024-11-01,XLK,10266
4009,2024-11-01,XLC,11715
4010,2024-11-01,XLU,13716
4011,2024-11-01,NOW,500
4012,2024-11-01,SBSW,10000
4013,2024-11-01,SILV,10000
4014,2024-11-01,SPG,1600
4015,2024-11-01,SNOW,18015
4016,2024-11-01,SO,5160
4017,2024-11-01,TSM,10000
4018,2024-11-01,TGT,3970
4019,2024-11-01,TXN,4000
4020,2024-11-01,MMM,2149
4021,2024-11-01,TRMB,4000
4022,2024-11-01,UL,3500
4023,2024-11-01,UPS,11139
4024,2024-11-01,UNH,2201
4025,2024-11-01,VLO,3450
4026,2024-11-01,VVV,5490
4027,2024-11-01,SMH,2214
4028,2024-11-01,VFH,13239
4029,2024-11-01,VO,1150
4030,2024-11-01,VUG,1315
4031,2024-11-01,V,744
4032,2024-11-01,WCN,1444
4033,2024-11-01,WFC,13824
4034,2024-11-01,AIVL,2000
4035,2023-11-01,T,109120
4036,2023-11-01,ARKK,18420
4037,2023-11-01,ABBV,1835
4038,2023-11-01,AXDX,36150
4039,2023-11-01,AMD,6446
4040,2023-11-01,BABA,8600
4041,2023-11-01,GOOG,2730
4042,2023-11-01,MO,10214
4043,2023-11-01,AMZN,81347
4044,2023-11-01,AEP,3158
4045,2023-11-01,ANSS,800
4046,2023-11-01,AAPL,167189
4047,2023-11-01,ASM,10000
4048,2023-11-01,BAC,13019
4049,2023-11-01,BRK/B,3838
4050,2023-11-01,BX,5055
4051,2023-11-01,BA,6777
4052,2023-11-01,BGS,37000
4053,2023-11-01,BMY,25603
4054,2023-11-01,CVS,16573
4055,2023-11-01,CPRX,10000
4056,2023-11-01,CAT,4272
4057,2023-11-01,CHTR,489
4058,2023-11-01,CPK,8000
4059,2023-11-01,CVX,3035
4060,2023-11-01,CSCO,6651
4061,2023-11-01,C,4890
4062,2023-11-01,CLF,55550
4063,2023-11-01,KO,8778
4064,2023-11-01,CMCSA,7850
4065,2023-11-01,COP,4470
4066,2023-11-01,STZ,1475
4067,2023-11-01,COST,26571
4068,2023-11-01,CRWD,1470
4069,2023-11-01,CMI,1000
4070,2023-11-01,DADA,211000
4071,2023-11-01,DFUS,8883
4072,2023-11-01,DFAS,10632
4073,2023-11-01,DIS,76716
4074,2023-11-01,DOMO,10000
4075,2023-11-01,DOW,5132
4076,2023-11-01,DUK,2288
4077,2023-11-01,DD,3612
4078,2023-11-01,XOM,20175
4079,2023-11-01,META,10755
4080,2023-11-01,FNMA,25000
4081,2023-11-01,FDX,2500
4082,2023-11-01,FIBK,97645
4083,2023-11-01,F,116256
4084,2023-11-01,FIP,10000
4085,2023-11-01,GEHC,11737
4086,2023-11-01,GE,21301
4087,2023-11-01,GIS,6773
4088,2023-11-01,GM,7398
4089,2023-11-01,GBCI,35605
4090,2023-11-01,GSK,6026
4091,2023-11-01,HD,2124
4092,2023-11-01,HON,5100
4093,2023-11-01,INTC,20149
4094,2023-11-01,IBM,12959
4095,2023-11-01,IP,9400
4096,2023-11-01,QQQ,4778
4097,2023-11-01,PGX,10177
4098,2023-11-01,JPM,5689
4099,2023-11-01,JNJ,57925
4100,2023-11-01,KNF,17956
4101,2023-11-01,KHC,33929
4102,2023-11-01,LLY,6611
4103,2023-11-01,LCID,51000
4104,2023-11-01,MDU,72546
4105,2023-11-01,MPC,2674
4106,2023-11-01,MCD,1465
4107,2023-11-01,MRK,14101
4108,2023-11-01,MET,3500
4109,2023-11-01,MSFT,58518
4110,2023-11-01,MDLZ,3884
4111,2023-11-01,NFLX,675
4112,2023-11-01,NGD,25000
4113,2023-11-01,NEE,149122
4114,2023-11-01,NVDA,4643
4115,2023-11-01,PYPL,56478
4116,2023-11-01,PEP,61036
4117,2023-11-01,RVTY,3000
4118,2023-11-01,PFE,36513
4119,2023-11-01,PM,2229
4120,2023-11-01,PSX,6971
4121,2023-11-01,PG,59169
4122,2023-11-01,SPY,1478
4123,2023-11-01,XOP,2574
4124,2023-11-01,SLB,93876
4125,2023-11-01,XLV,2985
4126,2023-11-01,XLE,9065
4127,2023-11-01,XLF,28854
4128,2023-11-01,XLK,9385
4129,2023-11-01,XLC,11115
4130,2023-11-01,XLU,7040
4131,2023-11-01,SBSW,10000
4132,2023-11-01,SILV,10000
4133,2023-11-01,SWKS,2140
4134,2023-11-01,SNOW,5783
4135,2023-11-01,SO,5160
4136,2023-11-01,TSM,10000
4137,2023-11-01,TSLA,810
4138,2023-11-01,TXN,5315
4139,2023-11-01,DDD,10000
4140,2023-11-01,MMM,3972
4141,2023-11-01,TRMB,4000
4142,2023-11-01,UAA,13000
4143,2023-11-01,UL,5213
4144,2023-11-01,UPS,1780
4145,2023-11-01,UNH,2454
4146,2023-11-01,VLO,2738
4147,2023-11-01,SMH,2214
4148,2023-11-01,VFH,12844
4149,2023-11-01,VO,1143
4150,2023-11-01,VUG,1295
4151,2023-11-01,VZ,69791
4152,2023-11-01,PARA,18275
4153,2023-11-01,WMT,2264
4154,2023-11-01,WBD,50257
4155,2023-11-01,WFC,9822
4156,2023-05-01,T,67716
4157,2023-05-01,ARKK,21820
4158,2023-05-01,ABBV,1835
4159,2023-05-01,AMD,6626
4160,2023-05-01,BABA,8700
4161,2023-05-01,GOOG,2130
4162,2023-05-01,AEP,3000
4163,2023-05-01,ANSS,800
4164,2023-05-01,ASH,2000
4165,2023-05-01,ASM,10000
4166,2023-05-01,BAC,12126
4167,2023-05-01,BX,5100
4168,2023-05-01,BMY,26017
4169,2023-05-01,CVS,16531
4170,2023-05-01,CPRX,10000
4171,2023-05-01,CPK,8000
4172,2023-05-01,C,4731
4173,2023-05-01,CLF,54350
4174,2023-05-01,CMCSA,7950
4175,2023-05-01,COP,4261
4176,2023-05-01,STZ,1105
4177,2023-05-01,CRWD,2570
4178,2023-05-01,CMI,1000
4179,2023-05-01,DADA,174100
4180,2023-05-01,DFUS,8883
4181,2023-05-01,DFAS,10232
4182,2023-05-01,DFUV,6911
4183,2023-05-01,DIS,76212
4184,2023-05-01,DOW,5132
4185,2023-05-01,DUK,2124
4186,2023-05-01,DD,3712
4187,2023-05-01,META,3105
4188,2023-05-01,FNMA,25000
4189,2023-05-01,FDX,2514
4190,2023-05-01,FIBK,53982
4191,2023-05-01,F,116674
4192,2023-05-01,FIP,10000
4193,2023-05-01,GEHC,7621
4194,2023-05-01,GE,22300
4195,2023-05-01,GIS,6923
4196,2023-05-01,GM,9198
4197,2023-05-01,GBCI,28905
4198,2023-05-01,GSK,5960
4199,2023-05-01,HXL,3000
4200,2023-05-01,HD,1724
4201,2023-05-01,HON,5100
4202,2023-05-01,IEP,5850
4203,2023-05-01,INTC,23298
4204,2023-05-01,IBM,11480
4205,2023-05-01,IP,11700
4206,2023-05-01,SOXX,475
4207,2023-05-01,JNJ,59289
4208,2023-05-01,KHC,34747
4209,2023-05-01,KD,44640
4210,2023-05-01,LLY,6117
4211,2023-05-01,LCID,29500
4212,2023-05-01,LUMN,12040
4213,2023-05-01,MDU,71446
4214,2023-05-01,MP,22310
4215,2023-05-01,MPC,2374
4216,2023-05-01,MRK,12914
4217,2023-05-01,MET,3500
4218,2023-05-01,MDLZ,3415
4219,2023-05-01,MEG,6500
4220,2023-05-01,NFLX,675
4221,2023-05-01,NGD,25000
4222,2023-05-01,NEE,153505
4223,2023-05-01,PYPL,52076
4224,2023-05-01,PEP,62530
4225,2023-05-01,RVTY,3000
4226,2023-05-01,PSX,6970
4227,2023-05-01,RIVN,44200
4228,2023-05-01,XOP,2674
4229,2023-05-01,SLB,87890
4230,2023-05-01,XLV,1750
4231,2023-05-01,XLE,9235
4232,2023-05-01,XLF,23192
4233,2023-05-01,XLK,9016
4234,2023-05-01,XLC,11115
4235,2023-05-01,XLU,6337
4236,2023-05-01,NOW,555
4237,2023-05-01,SBSW,10000
4238,2023-05-01,SILV,10000
4239,2023-05-01,SPG,1800
4240,2023-05-01,SWKS,2140
4241,2023-05-01,SNOW,6225
4242,2023-05-01,SO,5000
4243,2023-05-01,TSM,10000
4244,2023-05-01,TGT,1315
4245,2023-05-01,TXN,5315
4246,2023-05-01,MMM,3757
4247,2023-05-01,TRMB,4000
4248,2023-05-01,UAA,13000
4249,2023-05-01,UL,6334
4250,2023-05-01,UPS,1199
4251,2023-05-01,UNH,2336
4252,2023-05-01,VLO,2625
4253,2023-05-01,SMH,1107
4254,2023-05-01,VFH,11319
4255,2023-05-01,VUG,1295
4256,2023-05-01,PARA,17550
4257,2023-05-01,VTRS,43356
4258,2023-05-01,WMT,2563
4259,2023-05-01,WBD,43253
4260,2023-05-01,WCN,1444
4261,2023-05-01,WFC,10120
4262,2023-08-01,T,76177
4263,2023-08-01,ARKK,19420
4264,2023-08-01,ABBV,1835
4265,2023-08-01,AMD,6601
4266,2023-08-01,BABA,10150
4267,2023-08-01,GOOG,2130
4268,2023-08-01,MO,10214
4269,2023-08-01,AMZN,21820
4270,2023-08-01,AEP,3158
4271,2023-08-01,ANSS,800
4272,2023-08-01,AAPL,62251
4273,2023-08-01,ASM,10000
4274,2023-08-01,BAC,12317
4275,2023-08-01,BRK/B,3058
4276,2023-08-01,BX,5000
4277,2023-08-01,BA,7577
4278,2023-08-01,BMY,26103
4279,2023-08-01,CVS,16507
4280,2023-08-01,CPRX,10000
4281,2023-08-01,CAT,4322
4282,2023-08-01,CPK,8000
4283,2023-08-01,CVX,3335
4284,2023-08-01,CSCO,6511
4285,2023-08-01,C,4731
4286,2023-08-01,CLF,55150
4287,2023-08-01,KO,8489
4288,2023-08-01,CMCSA,7850
4289,2023-08-01,COP,4469
4290,2023-08-01,STZ,1075
4291,2023-08-01,COST,1968
4292,2023-08-01,CRWD,2470
4293,2023-08-01,CMI,1000
4294,2023-08-01,DADA,192700
4295,2023-08-01,DFUS,8883
4296,2023-08-01,DFAS,10832
4297,2023-08-01,DFUV,6911
4298,2023-08-01,DIS,19179
4299,2023-08-01,DOW,5132
4300,2023-08-01,DUK,2288
4301,2023-08-01,DD,3612
4302,2023-08-01,XOM,15421
4303,2023-08-01,META,2605
4304,2023-08-01,FNMA,25000
4305,2023-08-01,FDX,2514
4306,2023-08-01,FIBK,77890
4307,2023-08-01,F,116753
4308,2023-08-01,FIP,10000
4309,2023-08-01,GEHC,7730
4310,2023-08-01,GE,21975
4311,2023-08-01,GIS,6773
4312,2023-08-01,GM,8198
4313,2023-08-01,GBCI,32805
4314,2023-08-01,GSK,6026
4315,2023-08-01,HXL,3000
4316,2023-08-01,HD,1724
4317,2023-08-01,HON,5100
4318,2023-08-01,INTC,21648
4319,2023-08-01,IBM,11480
4320,2023-08-01,IP,11700
4321,2023-08-01,QQQ,3430
4322,2023-08-01,PGX,10177
4323,2023-08-01,JPM,5602
4324,2023-08-01,JNJ,3583
4325,2023-08-01,KNF,18343
4326,2023-08-01,KHC,34179
4327,2023-08-01,LLY,6117
4328,2023-08-01,LCID,37000
4329,2023-08-01,MDU,74144
4330,2023-08-01,MP,32110
4331,2023-08-01,MPC,2674
4332,2023-08-01,MCD,1415
4333,2023-08-01,MRK,10686
4334,2023-08-01,MSFT,9972
4335,2023-08-01,MDLZ,3788
4336,2023-08-01,MEG,6500
4337,2023-08-01,NFLX,675
4338,2023-08-01,NGD,25000
4339,2023-08-01,NEE,25300
4340,2023-08-01,NVDA,4718
4341,2023-08-01,PYPL,5400
4342,2023-08-01,PEP,4000
4343,2023-08-01,RVTY,3000
4344,2023-08-01,PFE,36787
4345,2023-08-01,PM,2229
4346,2023-08-01,PSX,6971
4347,2023-08-01,PG,3569
4348,2023-08-01,RIVN,41400
4349,2023-08-01,SPY,1463
4350,2023-08-01,XOP,2574
4351,2023-08-01,SLB,4815
4352,2023-08-01,SCHZ,4776
4353,2023-08-01,XLV,2570
4354,2023-08-01,XLE,9135
4355,2023-08-01,XLF,26593
4356,2023-08-01,XLK,9346
4357,2023-08-01,XLC,11115
4358,2023-08-01,XLU,6339
4359,2023-08-01,SBSW,10000
4360,2023-08-01,SILV,10000
4361,2023-08-01,SWKS,2140
4362,2023-08-01,SNOW,5468
4363,2023-08-01,SO,5160
4364,2023-08-01,TSM,10000
4365,2023-08-01,TXN,4000
4366,2023-08-01,MMM,3572
4367,2023-08-01,TRMB,4000
4368,2023-08-01,UAA,13000
4369,2023-08-01,UL,5335
4370,2023-08-01,UPS,1199
4371,2023-08-01,UNH,2336
4372,2023-08-01,VLO,2738
4373,2023-08-01,VVV,5490
4374,2023-08-01,SMH,2214
4375,2023-08-01,VFH,12194
4376,2023-08-01,VUG,1295
4377,2023-08-01,VZ,44028
4378,2023-08-01,PARA,21575
4379,2023-08-01,VTRS,23612
4380,2023-08-01,WMT,2264
4381,2023-08-01,WBD,48942
4382,2023-08-01,WCN,1444
4383,2023-08-01,WFC,9821
4384,2023-02-01,T,65515
4385,2023-02-01,ARKK,16320
4386,2023-02-01,AMD,6626
4387,2023-02-01,BABA,12600
4388,2023-02-01,AEP,3000
4389,2023-02-01,BUD,6150
4390,2023-02-01,ASH,2000
4391,2023-02-01,ASM,10000
4392,2023-02-01,BAC,12458
4393,2023-02-01,BX,5600
4394,2023-02-01,BMY,26350
4395,2023-02-01,CPRX,10000
4396,2023-02-01,CPK,8000
4397,2023-02-01,C,4731
4398,2023-02-01,CLF,58750
4399,2023-02-01,CMCSA,7950
4400,2023-02-01,COP,3975
4401,2023-02-01,STZ,1105
4402,2023-02-01,COST,27216
4403,2023-02-01,CRWD,2060
4404,2023-02-01,DADA,243500
4405,2023-02-01,DFUS,8883
4406,2023-02-01,DFAS,10232
4407,2023-02-01,DFUV,6003
4408,2023-02-01,DOW,5257
4409,2023-02-01,DUK,2124
4410,2023-02-01,DD,3812
4411,2023-02-01,META,3397
4412,2023-02-01,FDX,2514
4413,2023-02-01,FIBK,26071
4414,2023-02-01,F,115657
4415,2023-02-01,FIP,10000
4416,2023-02-01,GE,22936
4417,2023-02-01,GIS,7040
4418,2023-02-01,GM,10281
4419,2023-02-01,GBCI,28905
4420,2023-02-01,GSK,5960
4421,2023-02-01,IEP,5850
4422,2023-02-01,INTC,21647
