Unnamed: 0,Close_diff_MA_7,Volume_diff_MA_7,Close_diff_MA_30,Volume_diff_MA_30,Close_diff_MA_90,Volume_diff_MA_90,Close_diff_MA_180,Volume_diff_MA_180,Close,Volume,reportedEPS,estimatedEPS,surprise,surprisePercentage,Margin_Gross,Margin_Operating,Margin_Net_Profit,^VIX,SPY,CL=F,BZ=F,BTC=F,10year,5year,3year,2year,insider_acquisition,insider_disposal,mean_sentiment,mean_outlook,delta_Close,delta_Volume,delta_reportedEPS,delta_estimatedEPS,delta_surprise,delta_surprisePercentage,delta_Margin_Gross,delta_Margin_Operating,delta_Margin_Net_Profit,delta_^VIX,delta_SPY,delta_CL=F,delta_BZ=F,delta_BTC=F,delta_10year,delta_5year,delta_3year,delta_2year,delta_insider_acquisition,delta_insider_disposal,delta_mean_sentiment,delta_mean_outlook,PM
1981-03-31 00:00:00+00:00,0.0143266475644699,0.5064562410329986,0.0830104017948194,-0.0983770787417352,0.1177770760972529,-0.1234904557849629,0.084466531647293,-0.1114328967287565,11.0625,4611200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.239999771118164,43.9375,32.04999923706055,75.73999786376953,19100.0,13.12,13.41,13.12,13.57,0.0,0.0,0.0,0.0,1.0625,3330000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27999999999999936,0.16000000000000014,0.27999999999999936,-0.5099999999999998,0.0,0.0,0.0,0.0,-0.03389830508474576
1981-06-30 00:00:00+00:00,-0.0350665054413543,1.244865718799368,-0.0183696900114809,0.1864406779661017,0.0093457943925234,0.324584934387008,0.0483294165730049,0.2269155865959304,10.6875,3608000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.239999771118164,43.9375,32.04999923706055,75.73999786376953,19100.0,13.47,13.95,13.47,14.51,0.0,0.0,0.0,0.0,-0.375,-1003200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3500000000000014,0.5399999999999991,0.3500000000000014,0.9399999999999995,0.0,0.0,0.0,0.0,-0.1286549707602339
1981-09-30 00:00:00+00:00,0.0265748031496063,-0.4475675675675675,-0.0017865118356409,-0.4878391019644528,-0.0888398165449294,-0.4859959317790643,-0.0895357718747347,-0.5136755616418076,9.3125,3285200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.239999771118164,43.9375,32.04999923706055,75.73999786376953,19100.0,15.32,15.93,15.32,16.46,0.0,0.0,0.0,0.0,-1.375,-322800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8499999999999996,1.9800000000000004,1.8499999999999996,1.950000000000001,0.0,0.0,0.0,0.0,0.09060402684563758
1981-12-31 00:00:00+00:00,0.0075287865367582,-0.4361334867663981,-0.0287877278613407,-0.4347240915208614,0.0273250913177858,-0.4763962765957447,-0.0073473266251506,-0.4766572520352217,10.15625,3358800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.239999771118164,43.9375,32.04999923706055,75.73999786376953,19100.0,13.72,13.6,13.72,13.29,0.0,0.0,0.0,0.0,0.84375,73600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5999999999999996,-2.33,-1.5999999999999996,-3.1700000000000017,0.0,0.0,0.0,0.0,-0.046153846153846156
1982-03-31 00:00:00+00:00,-0.0242805755395683,-0.4740608228980322,-0.0425203335735611,-0.722833260008799,-0.0552300971860078,-0.6880673378445288,-0.0363692881566676,-0.6887351778656127,9.6875,3636400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.239999771118164,43.9375,32.04999923706055,75.73999786376953,19100.0,13.86,13.98,13.86,14.19,0.0,0.0,0.0,0.0,-0.46875,277600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1399999999999988,0.3800000000000008,0.1399999999999988,0.9000000000000004,0.0,0.0,0.0,0.0,-0.01935483870967742
1982-06-30 00:00:00+00:00,0.0,-0.0195035460992907,-0.0568769389865563,-0.4247572815533981,-0.0718187061098484,-0.509079610577919,-0.0716769870218,-0.4692049272116461,9.5,4197200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.239999771118164,43.9375,32.04999923706055,75.73999786376953,19100.0,14.3,14.43,14.3,14.47,0.0,0.0,0.0,0.0,-0.1875,560800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4400000000000013,0.4499999999999993,0.4400000000000013,0.28000000000000114,0.0,0.0,0.0,0.0,0.0
1982-09-30 00:00:00+00:00,-0.0148148148148147,1.768,-0.0193548387096774,1.0839188917887976,-0.0114535534920692,0.9312825601587696,-0.0460417356740642,1.0474718916431058,9.5,5012400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.239999771118164,43.9375,32.04999923706055,75.73999786376953,19100.0,12.34,12.25,12.34,11.78,0.0,0.0,0.0,0.0,0.0,815200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9600000000000009,-2.1799999999999997,-1.9600000000000009,-2.6900000000000013,0.0,0.0,0.0,0.0,0.17763157894736842
1982-12-31 00:00:00+00:00,-0.0094861660079051,-0.6738035264483627,-0.0362526920315864,-0.7436489607390301,0.0414713773151888,-0.7960058809115412,0.0850676904425136,-0.7970996831586644,11.1875,4864400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.239999771118164,43.9375,32.04999923706055,75.73999786376953,19100.0,10.54,10.22,10.54,9.66,0.0,0.0,0.0,0.0,1.6875,-148000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8000000000000007,-2.0299999999999994,-1.8000000000000007,-2.119999999999999,0.0,0.0,0.0,0.0,0.12290502793296089
1983-03-31 00:00:00+00:00,-0.0095036958817317,-0.4743083003952569,0.0169491525423728,-0.4266417588734014,0.0653082857311112,-0.438608010505581,0.1521008804751062,-0.4181694453895883,12.5625,6965200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.239999771118164,43.9375,32.04999923706055,75.73999786376953,19100.0,10.51,10.08,10.51,9.66,0.0,0.0,0.0,0.0,1.375,2100800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02999999999999936,-0.14000000000000057,-0.02999999999999936,0.0,0.0,0.0,0.0,0.0,0.022388059701492536
1983-06-30 00:00:00+00:00,-0.0177534994878798,0.3318233295583239,0.002846685644571,0.0169491525423728,0.0127032798554454,0.3375796178343949,0.0669628048516664,0.3705273176369282,12.84375,6762400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.239999771118164,43.9375,32.04999923706055,75.73999786376953,19100.0,10.85,10.63,10.85,10.18,0.0,0.0,0.0,0.0,0.28125,-202800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33999999999999986,0.5500000000000007,0.33999999999999986,0.5199999999999996,0.0,0.0,0.0,0.0,0.10948905109489052
