,Date,operation,entry_price,exit_price,profit
0,2004-03-31 00:00:00+00:00,SELL_SHORT,13.56999969482422,,
1,2006-03-31 00:00:00+00:00,CLOSE_SHORT,,7.960000038146973,5.609999656677248
2,2006-03-31 00:00:00+00:00,BUY,7.960000038146973,,
3,2006-09-30 00:00:00+00:00,CLOSE_LONG,,8.09000015258789,0.13000011444091797
4,2006-09-30 00:00:00+00:00,SELL_SHORT,8.09000015258789,,
5,2007-03-31 00:00:00+00:00,CLOSE_SHORT,,7.889999866485596,0.20000028610229492
6,2007-03-31 00:00:00+00:00,BUY,7.889999866485596,,
7,2007-06-30 00:00:00+00:00,CLOSE_LONG,,9.420000076293944,1.5300002098083478
8,2007-06-30 00:00:00+00:00,SELL_SHORT,9.420000076293944,,
9,2007-09-30 00:00:00+00:00,CLOSE_SHORT,,8.489999771118164,0.9300003051757795
10,2007-09-30 00:00:00+00:00,BUY,8.489999771118164,,
11,2008-06-30 00:00:00+00:00,CLOSE_LONG,,4.809999942779541,-3.679999828338623
12,2008-06-30 00:00:00+00:00,SELL_SHORT,4.809999942779541,,
13,2008-09-30 00:00:00+00:00,CLOSE_SHORT,,5.199999809265137,-0.3899998664855957
14,2008-09-30 00:00:00+00:00,BUY,5.199999809265137,,
15,2009-06-30 00:00:00+00:00,CLOSE_LONG,,6.070000171661377,0.8700003623962402
16,2009-06-30 00:00:00+00:00,SELL_SHORT,6.070000171661377,,
17,2009-09-30 00:00:00+00:00,CLOSE_SHORT,,7.210000038146973,-1.1399998664855957
18,2009-09-30 00:00:00+00:00,BUY,7.210000038146973,,
19,2010-03-31 00:00:00+00:00,CLOSE_LONG,,12.56999969482422,5.359999656677248
20,2010-03-31 00:00:00+00:00,SELL_SHORT,12.56999969482422,,
21,2010-06-30 00:00:00+00:00,CLOSE_SHORT,,10.079999923706056,2.489999771118164
22,2010-06-30 00:00:00+00:00,BUY,10.079999923706056,,
23,2011-06-30 00:00:00+00:00,CLOSE_LONG,,13.789999961853027,3.710000038146971
24,2011-06-30 00:00:00+00:00,SELL_SHORT,13.789999961853027,,
25,2011-09-30 00:00:00+00:00,CLOSE_SHORT,,9.670000076293944,4.119999885559084
26,2011-09-30 00:00:00+00:00,BUY,9.670000076293944,,
27,2014-09-30 00:00:00+00:00,CLOSE_LONG,,14.789999961853027,5.119999885559084
28,2014-09-30 00:00:00+00:00,SELL_SHORT,14.789999961853027,,
29,2015-03-31 00:00:00+00:00,CLOSE_SHORT,,16.139999389648438,-1.3499994277954102
30,2015-03-31 00:00:00+00:00,BUY,16.139999389648438,,
31,2015-12-31 00:00:00+00:00,CLOSE_LONG,,14.09000015258789,-2.049999237060547
32,2015-12-31 00:00:00+00:00,SELL_SHORT,14.09000015258789,,
33,2016-03-31 00:00:00+00:00,CLOSE_SHORT,,13.5,0.5900001525878906
34,2016-03-31 00:00:00+00:00,BUY,13.5,,
35,2018-03-31 00:00:00+00:00,CLOSE_LONG,,11.079999923706056,-2.4200000762939435
36,2018-03-31 00:00:00+00:00,SELL_SHORT,11.079999923706056,,
37,2018-06-30 00:00:00+00:00,CLOSE_SHORT,,11.06999969482422,0.010000228881835938
38,2018-06-30 00:00:00+00:00,BUY,11.06999969482422,,
39,2018-12-31 00:00:00+00:00,CLOSE_LONG,,7.650000095367432,-3.419999599456789
40,2018-12-31 00:00:00+00:00,SELL_SHORT,7.650000095367432,,
41,2019-03-31 00:00:00+00:00,CLOSE_SHORT,,8.779999732971191,-1.1299996376037598
42,2019-03-31 00:00:00+00:00,BUY,8.779999732971191,,
43,2021-06-30 00:00:00+00:00,CLOSE_LONG,,14.859999656677246,6.079999923706055
44,2021-06-30 00:00:00+00:00,SELL_SHORT,14.859999656677246,,
45,2021-09-30 00:00:00+00:00,CLOSE_SHORT,,14.15999984741211,0.6999998092651367
46,2021-09-30 00:00:00+00:00,BUY,14.15999984741211,,
47,2022-06-30 00:00:00+00:00,CLOSE_LONG,,11.130000114440918,-3.0299997329711914
48,2022-06-30 00:00:00+00:00,SELL_SHORT,11.130000114440918,,
49,2022-12-31 00:00:00+00:00,CLOSE_SHORT,,11.630000114440918,-0.5
50,2022-12-31 00:00:00+00:00,BUY,11.630000114440918,,
51,2023-06-30 00:00:00+00:00,CLOSE_LONG,,15.130000114440918,3.5
52,2023-06-30 00:00:00+00:00,SELL_SHORT,15.130000114440918,,
53,2023-12-31 00:00:00+00:00,CLOSE_SHORT,,12.1899995803833,2.940000534057617
54,2023-12-31 00:00:00+00:00,BUY,12.1899995803833,,
55,2024-06-30 00:00:00+00:00,CLOSE_LONG,,12.539999961853027,0.35000038146972656
56,2024-06-30 00:00:00+00:00,SELL_SHORT,12.539999961853027,,
57,2024-09-30 00:00:00+00:00,CLOSE_SHORT,,10.5600004196167,1.9799995422363281
58,2024-09-30 00:00:00+00:00,BUY,10.5600004196167,,
59,2024-12-31 00:00:00+00:00,CLOSE_LONG,,9.989999771118164,-0.5700006484985352
60,2024-12-31 00:00:00+00:00,SELL_SHORT,9.989999771118164,,
