Date,Close_diff_MA_7,Volume_diff_MA_7,Close_diff_MA_30,Volume_diff_MA_30,Close_diff_MA_90,Volume_diff_MA_90,Close_diff_MA_180,Volume_diff_MA_180,Close,Volume,reportedEPS,estimatedEPS,surprise,surprisePercentage,Margin_Gross,Margin_Operating,Margin_Net_Profit,^VIX,SPY,CL=F,BZ=F,BTC=F,10year,5year,3year,2year,insider_acquisition,insider_disposal,mean_sentiment,mean_outlook,120d_return,ID,Dividend,Institutional,Rank
2013-01-01 00:00:00+00:00,-0.0134056549041681,1.1503737082107877,0.0055210043723222,1.6223252742865475,0.0443869813685076,1.1253756977243452,0.0326089098840062,0.8847066808543121,69.38999938964844,9393700.0,1.6,0.41,1.19,290.2439,1.0,1.0,0.7426449078523967,14.279999732971191,149.6999969482422,97.48999786376952,115.5500030517578,19100.0,1.91,0.81,1.91,0.27,0.0263630358332259,0.1034100907548467,0.0,0.0,0.07598079839031491,0,0.0,5353.0,1
2013-01-01 00:00:00+00:00,-0.0112812945252779,-0.6025038687281294,-0.0977734072898556,-0.4437818877965735,-0.1970183570508204,-0.4687722998440525,-0.2262288832328861,-0.3721177976482678,16.267499923706055,13782916000.0,0.4925,0.48,0.0125,2.6042,0.3863369533313766,0.3157103023187555,0.2399104784267684,14.279999732971191,149.6999969482422,97.48999786376952,115.5500030517578,19100.0,1.91,0.81,1.91,0.27,0.011763293650793644,0.0070319444444444205,0.0,0.0,-0.31720883933776534,2,0.0,139369.0,3
2013-01-01 00:00:00+00:00,0.0199741602664988,-0.0565009342387094,0.0695015395273254,-0.1934536741272141,0.0624793111533421,0.6365990632335778,0.0569075409952593,1.0855110945360555,27.75,152900500.0,0.36,0.34,0.02,5.8824,0.7903800897421228,0.5968376879806785,0.4020150229921669,14.279999732971191,149.6999969482422,97.48999786376952,115.5500030517578,19100.0,1.91,0.81,1.91,0.27,0.0,0.0,0.0,0.0,0.04002701541176634,1,0.0,0.0,2
2013-02-01 00:00:00+00:00,-0.0173593701295382,0.8721590250909345,-0.0093136625529981,1.014905834918751,0.023085425886622,1.1672587397708332,0.0222005654574291,0.8987796353069643,69.13999938964844,12251200.0,1.6,0.41,1.19,290.2439,1.0,1.0,0.7426449078523967,15.510000228881836,151.61000061035156,92.0500030517578,111.37999725341795,19100.0,1.98,0.85,1.98,0.27,0.9405886045243113,0.6016221298197235,0.0,0.0,0.05348167428191797,0,0.0,675480.0,2
2013-02-01 00:00:00+00:00,-0.0107764922728644,-0.2568979659548583,-0.0485510350822745,-0.4324093921699066,-0.1581007559797946,-0.4537444386088762,-0.2357697912489893,-0.3642838502632674,15.764286041259766,9344034000.0,0.4925,0.48,0.0125,2.6042,0.3863369533313766,0.3157103023187555,0.2399104784267684,15.510000228881836,151.61000061035156,92.0500030517578,111.37999725341795,19100.0,1.98,0.85,1.98,0.27,0.0010838888888888,0.0003762499999999,0.0,0.0,-0.258550017260076,2,0.094643,212747.0,3
2013-02-01 00:00:00+00:00,0.0062674871246352,-0.229774197208669,0.0689651402478937,-0.5072280002129441,0.1512511814072574,-0.375568552335434,0.1542414097429472,-0.1303735114948787,30.964000701904297,127333500.0,0.35,0.35,0.0,0.0,0.7903800897421228,0.5968376879806785,0.4020150229921669,15.510000228881836,151.61000061035156,92.0500030517578,111.37999725341795,19100.0,1.98,0.85,1.98,0.27,0.0,0.0,0.0,0.0,0.1818320534441984,1,0.0,254103.0,1
2013-03-01 00:00:00+00:00,-0.0101505081026875,1.0529689608636976,-0.0147990517407013,1.22976810655983,0.0028929018883001,1.269440358038249,0.0112508484022875,1.0228024669584,68.68000030517578,10540700.0,1.6,0.41,1.19,290.2439,1.0,1.0,0.7426449078523967,12.699999809265137,156.6699981689453,97.2300033569336,110.0199966430664,19100.0,1.96,0.82,1.96,0.26,0.0,0.0,0.0,0.0,0.04535773965531864,0,0.63,0.0,2
2013-03-01 00:00:00+00:00,-0.0274811596508237,0.1668904675576542,-0.0050363094112471,-0.0084026553444198,-0.1013189885793384,-0.1988295611293259,-0.2120716066561543,-0.1457396087590357,15.809286117553713,9176876800.0,0.4925,0.48,0.0125,2.6042,0.3863369533313766,0.3157103023187555,0.2399104784267684,12.699999809265137,156.6699981689453,97.2300033569336,110.0199966430664,19100.0,1.96,0.82,1.96,0.26,0.0104833333333333,0.0125883333333333,0.0,0.0,-0.24367820874619728,2,0.094643,0.0,3
2013-03-01 00:00:00+00:00,0.0085615400234268,0.1353963752928123,0.0313835685330491,-0.1498106525700843,0.1563853441862623,-0.4114208338055726,0.1889583120833539,-0.1739841708902043,32.61399841308594,61330000.0,0.35,0.35,0.0,0.0,0.7903800897421228,0.5968376879806785,0.4020150229921669,12.699999809265137,156.6699981689453,97.2300033569336,110.0199966430664,19100.0,1.96,0.82,1.96,0.26,0.0,0.0,0.0,0.0,0.23397646751820678,1,0.0,0.0,1
2013-04-01 00:00:00+00:00,0.0106779700014632,0.9215763993091928,0.0202718768624867,0.7939056053383001,0.0358421971560905,0.8584048180865655,0.06281189582827,0.6311256699860278,72.33999633789062,11606800.0,1.6,0.41,1.19,290.2439,0.536510966170564,0.3519391327767304,0.1858218480310073,13.520000457763672,159.67999267578125,93.45999908447266,102.37000274658205,19100.0,1.76,0.71,1.76,0.23,0.0313681204070948,0.0501889926513517,0.0,0.0,0.0605482672460278,0,0.63,0.0,2
